lyrics,mood,embedding
used would best friend turned love man ladyfriend spent time found way side wrong right settled know keep love young wish knew know would let go swear would made love grow spent lot time lot dough trying match hoping could find way today though time since would hurt try find love wish would known treasure would found know left loved smile,2,"[ 0.00659671 -0.00333694  0.02414543 ... -0.00958301  0.0274874
 -0.01854863]"
key mamma treat wrong love daddy night long right hey hey right see girl diamond ring know shake thing right hey hey hey hey well mamma tell pa going send back arkansas oh yes mam right right see misery baby see yeah yeah right right play boy see misery baby see yeah yeah hey hey right see girl red dress ireland night long yeah yeah say right well tell say yeah well say right,1,"[-0.00221721 -0.0253781  -0.00128325 ... -0.00240282  0.00526461
 -0.02486514]"
come find catch tide looking peace end line sometimes help feel tide sea unwise afraid would lose love time go courage fire beacon bright sun build memory love signed see becomes lie,2,"[ 0.00122717 -0.00907185  0.0216972  ... -0.00698505  0.01701495
 -0.0258081 ]"
would like face reality met tell three thousand group operating country today number growing christian got take armor christ go battle satan front got sinister grin garden highway want go crush slow pitchfork bend needle grow arm wheel leg wheel blood pavement going ride abbey helena abbey helena blood pavement yeah drill front sinister grin rug teeth make sick sick sick object may larger appear mirror,0,"[-0.00390986 -0.0087919  -0.00097306 ...  0.00243045 -0.00195141
 -0.01797831]"
band trip dance could harm six week vacation use right arm two hit remember nothing flex hitting switch hitting floor taking lying one thing stand resting supine ground mcdermott help foot drumming going wild francisco street long walk home hour half quickly turn three four stop every underpass june done path hundred five liner consume path girl tell secret anyone,0,"[-0.01703977 -0.00313633  0.02475457 ... -0.01524758 -0.00071057
 -0.02912302]"
pure snow could see head low prying eye stoop low poisoning soul vanity wait gallows,3,"[ 5.90718724e-03 -2.10668519e-03  1.66982152e-02 ...  1.19414115e-02
  9.10867820e-05  4.99676075e-03]"
west paradise eat milk honey brightest light world ever seen runbaked slender heroine film magazine west paradise eat milk honey brightest light world ever seen dizzy height jetset life could never dream,3,"[-0.00059497 -0.01210938 -0.00495762 ... -0.00435007 -0.01356751
 -0.02224682]"
sun opened eye looked around star bound fall sky would make sound take good care take good care hold console show another rainbow take good care make one hold like told fold another rainbow,2,"[ 0.01632842 -0.01880162  0.00207596 ... -0.00476024  0.00575085
 -0.02204603]"
day christmas throw clothes dark smell cold car seat freezing world sleeping numb stair apartment called couch mon dad went charlotte home find u drive found someone feeling alone ever,3,"[ 0.02666792  0.00303487 -0.00062618 ...  0.01238777 -0.00736153
 -0.02648002]"
eyeayeaye ayeayeaye hugging big monkey man eyeayeaye ayeayeaye hugging big monkey man never saw heard hugging big monkey man never saw heard hugging big monkey man life life hugging big monkey man life life hugging big monkey man know understand,1,"[-0.00342805 -0.01020955 -0.00760203 ... -0.01524297 -0.00464748
 -0.03258753]"
god would like autograph angel cry photograph sweetness light,2,"[-0.01147008 -0.00841093 -0.0134865  ... -0.0073751   0.01508167
 -0.0186173 ]"
one two three four five one give five five one said one two three four five one ifive five five five torture abducted street would rather would rather would rather animal ah would want hurt,0,"[-0.02927804  0.0108694  -0.00258346 ... -0.02220572  0.01382879
 -0.01981623]"
well house sale still living come nobody tell taken furniture moving thing little honey put head knee well house sale calm calm calm calm calm calm remember even bought thing,2,"[ 0.0004089   0.00373124  0.01846876 ... -0.01188543  0.01326207
 -0.03151276]"
yeah hear make shut fuck see moving want stop drop face earth make pop hot nigger watch take spot got money got power respect baby hope time side trying life block one dying always high life inside energy ammunition like shell think plan kissing straight hell red ball since baby kikin smell grand new money lady sniffing take l take shit trapper horse worth die must conquer world first like monster medium beautiful girl search high low thing temper made plan cancel take example trample shit drop cancerous answer handle scandalous dismantled ant pas truce,0,"[-0.01670267 -0.00661645  0.0109642  ...  0.00339427 -0.01150504
 -0.01134349]"
one one one call oh yes want u oh yeah one know somebody el guy feeling deny treat way want come stop running want get girl know hurt anything make love go one one need call love want u one one undercover romance feel type girl give chance haste see taste see good good,1,"[-0.02015018 -0.01488657  0.01570985 ... -0.01664111  0.00431211
 -0.01620922]"
oh girl want see tonight oh day since held hand know feel like year understand oh girl come house oh thing never done talk fun oh darling oh come stand next oh let whisper ear people see care oh girl come tonight oh tell word want hear whisper ear know life depends night,1,"[-0.00074195 -0.00125321  0.00699249 ... -0.00642544  0.01685713
 -0.03282846]"
raising flag tired fight white waving save another night used afraid grave quiet together alone mind dream something try make u right baby put arm machine fixed causing alarm sound,2,"[-0.02245174 -0.0172877  -0.00322752 ...  0.01727378  0.00312139
 -0.01526941]"
stand deny stand deny make fool collapsing like house card landing splinter glass wish could face like,3,"[-0.02140898  0.00626304  0.00195874 ... -0.02488337 -0.00679756
 -0.02441918]"
saddest song sing alone tear come search life something new found true gone chorus oh alone waiting alone waiting,3,"[ 0.00247655 -0.0083776   0.00420534 ... -0.01915069  0.02061975
 -0.0123745 ]"
hard rock hallelujah hard rock hallelujah hard rock hallelujah hard rock hallelujah saint crippled sinner night lamb guiding light wall come like thunder rock roll apocalypse bare soul need lightning power might striking prophet false moon rising give u sign let u rise awe lock n roll angel bring thine hard rock hallelujah lemon angel one arrived lock n roll angel bring thine hard rock hallelujah,1,"[ 0.01134353 -0.02641061 -0.0264505  ... -0.01625064  0.02178277
  0.00569504]"
well sleeping forty day know sleeping dream amazing got gold doorknob eye used yeah one turn learned really mean see ohah magical mystery kind ahah must lie eye bye good true kind love ohoh could die oh could die,1,"[ 0.0115987   0.01100216  0.00659248 ... -0.00148119  0.02047229
 -0.03289124]"
open eye another day dawning child night hear calling sky open angel start falling listen beast hear hollering start morning til evening dance like one around love like want groove like need dance lose til sun go free mind tonight going break shake make funny met high toxin body bass drum ra ra ra right time fine lost sens mine rose time awake oil evening time sunshine break come,1,"[ 0.00075213 -0.00472428 -0.01749177 ... -0.00676749  0.01736897
 -0.03370099]"
pick mail pick phone answer door would soon alone keep place keep light live room rattle around ghost house shadow upon wall quietly mouse haunt hall whisper smoke left two heart fire burned control,3,"[-0.00815909 -0.01656816  0.02280378 ... -0.00478782  0.00600648
 -0.02081783]"
witness blueprint hate feeding hope forlorn following stronger vain self indulgence agony forever forsaken spite final thrill another blessing disguise bastard nation,0,"[-0.02611769 -0.02035329 -0.00336612 ... -0.0196701   0.01756361
 -0.00955751]"
love like bad medicine medicine need shake like bad medicine doctor cure disease medicine got fever got permanent disease take doctor prescribe remedy got lot money need going take shot get poison got symptom count one two three first need get falling love bleed get little never enough knee get falling love boy addicted kiss drug love like bad medicine medicine need whoa shake like bad medicine doctor cure disease bad medicine need needle giving thrill need anaesthesia nurse bring pill,1,"[-0.00226227  0.0169066   0.01215369 ... -0.0196339   0.00440869
 -0.0276172 ]"
one common subterranean destination one life another day vesta child veiled temptation innocence slip away war away,3,"[ 0.0071803  -0.02452564 -0.00606102 ... -0.00102249 -0.01153071
 -0.01902075]"
sunday morning brings dawning restless feeling side early dawning sunday morning wasted year close behind watch world behind always someone around call nothing,2,"[ 0.00397049 -0.00616436  0.00066077 ...  0.0074228   0.02689168
 -0.05160295]"
may weary woman get weary hearing shabby dress weary cry little tenderness may waiting must anticipating thing may never posse without cry little tenderness,2,"[-0.00801018 -0.0230138   0.01044895 ... -0.00962458  0.01112906
 -0.01504484]"
know know saying know watching white people dancing know going know walking well know must away love affair,3,"[-0.00641444 -0.01721293  0.01263359 ... -0.02212898  0.01033718
 -0.03186681]"
fresh death death reduction lead destruction fresh death death fresh clean mute face slim waist got crazy yeah think going crazy speaks make grind teeth met still think amazing playing game since shallow shallow yeah people never change fine think damn fine might fine worth second time face moan make,1,"[-0.00555893 -0.00987105  0.02541814 ... -0.01129695 -0.00929932
 -0.01581573]"
